text,positive,trust,anger,disgust,fear,negative,sadness,anticipation,surprise,joy
"this, this is what i want to do. when i saw this 
good shit beeple",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
banger,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
art.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
or mr. pelosi.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lmao same. as soon as i woke up ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its your comment that baited me in! curiosity killed the cat ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
everyday this shit just gets funnier ,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
lel. skemmed by dickbutt photo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fck ....me tooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
too good,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
guy kinda looks like tony soprano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start a class action for ct ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
*saved image*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thoughts & prayers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help us all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fr fr.where was my nudity grey screen filter…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fr fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 this was my reaction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh my lord jesus,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
beeple to us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"omg, girl. help ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
he just did his taxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y isn't smolting?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huh??,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bro wtf ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dayyummm. you just doxxed ! $luna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brought me here,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mf why am i waking up to this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"*opens twitter*
*sees this*
*closes twitter*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i am my cryptodickbutt and my cryptodickbutt is me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unafraid of censorship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
looks like tony soprano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grail ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the laugh out loud ratio on this must be damn near %,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
jfc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ick.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bruh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaaaaaaahhhhhhhh!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this goes hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
same and i can’t i see it ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucky you,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
thanksfor bringing me here… i will never be able to unsee this.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"you tweeting this bumped it to my feed. i am not clicking ""view"".",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airport why am i here wtf have you done ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hahahaha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"lol, that is very intense.",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""opens twitter again""
""retweets""
""closes twitter""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wtf did my eyes just witness,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my wife is mad at me for showing her this.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
same here ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dammit beeple ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bruh no nut november is about to start and you incept my brain with this wtf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
looks rare!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legit look behind you to make sure no one watching even if you live alone and have no windows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"not gonna lie, i wasn’t expecting this on the tl",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
ummm ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my eyes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh hell no,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
might want to get that checked out ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god will punish you for this.,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
"lord, why?!!!!!",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"some things werent meant to be seen, how do i unsee this lol",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
welp i’m done wanting one of those. thanks.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
jesus christ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bro you need to find god fr,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
i just shivered in disgust  whyy,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
what was the reason?! *cardi b voice*,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wtf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i literally just died thanks beeple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
we’re still so early… i’m shaking,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
what has been seen. cannot be unseen. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nah this has to be illegal,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
lmfao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
they are just like the minions.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i cannot un-see this ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this ain’t if chief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wagmi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ffs plz stick to pixel version ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is that face of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is that,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that’s enough twitter for me today.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
looks $rare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seconded ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wagmi especially with that amazing punk ser ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
double wagmi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lmfao i don’t think so but if not then who is it?,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahahhahahah. mooooooo you roasted him,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its...not ideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
could've really used a sensitive content warning ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
thanks beeple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you ain’t have to do tony soprano like that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is weird ngl,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
real life eye cancer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
bro how can i unsee this?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
.....ffs! *%#$@#*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
. already throwing bids.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cryptodickbutts were always a corny vc grift anyway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saw one of these rummaging in my basement once,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bruh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
now this is a fucking masterpiece. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"before we go…

if i had to see it so do you",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lol!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simply culture,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lmfao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perfect response,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
i can’t i see it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i’m dead rofl   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"never seen this meme before, a+",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vulgar,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
wen mint?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
doode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the royalties on this baby are gonna pay for my next fissure surgery,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
no it's pelosi's husband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why did i load this in k ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"this is gross, man.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
it was a long grind up from a small meme on the punk discord before vcs started to like it.months of meming it into legitimacy.,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
thanks for the worst take i have ever seen on this app ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nightmare fuel,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
k this is too damn far wtf,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"okay

i see the vision",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
trying to eat & saw this ugh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"bruhhhhhh

this is damaging down to a dna level",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
some things are better in d ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i think we might have reached capitulation cause this is max pain,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
bro don't comment on this i'm seeing this for the 'th time when someone comments on it i got to see it as well ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
i aint need to see this bruh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lokoloko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dude seriously… what the fuck lol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bruh wtf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its not even that bad why are ppl losing their minds lol,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
*pulls eyes out of sockets and throws them away*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i’ll never be the same.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omg ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bella close your eyes got dammit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protect me!!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i don’t know about this one chief,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thank you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
get this off my timeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all the gigachads who have been dickbutting around have to finally confront their own homophobia at the thought of what they have brought into this world and their revulsion is glorious to behold,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
"cos they are girl & boy scouts who wouldn’t know a true artist if it bit them in the butt. 

i think this should be in every museum in the world",1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
stop pretending this doesnt make u horny u dirty zebra… its the worst beeple to date ,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
what a terrible day to have eyes,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
why does this exist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it’s sooooooooo fucking good. holy shit,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
wen plushies,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
" and i thought the madonna stuff was mad lol --- reaching new heights i see, ser ",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
this is 's twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jesus christ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this might be the most atrocious thing i’ve ever seen in my entire life and i never expected it to come from you…,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"dafuq is this bro? 
just woke up...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
im more concerned about how many people have posted this in groupchats,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
can't unsee this.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yo wtf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w o w ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"*sends message*

me clicking link 

*closes twitter-deletes app*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send everything to zero promptly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
used to go to school with that guy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confirmed bull market,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it’s a good drawing ser.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
dad? where are your shoes?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is this your twitter ser? ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you finally saw it ,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
hehe! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the perfect meme for what i was just exposed to,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
block the fat cunt,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
who got the pic of devil wtf,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
eww wtf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the guy who keeps bulling even after school,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuckkkk whyd you have to comment so i see this mf now noooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butt market.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
did you just have this laying in the “whenbuys twitter” pile? ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great girth.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"damn, just about to sleep and stumbled on this! whhhhhy!? ",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"i had to see it, so you had to ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it’s your pic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"you take the good with the bad. in this case #irlcryptodickbutt is the good. the bad is the blatant racism that is allowed in a private space. there is no first amendment right here. this space is post government, centralized discourse. first they let anyone say what they want...",2.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0
nah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"relax, it’s just a can of tomato soup",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shouldn't we be thankingforshowing us this and it still being up over an hour later?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reading these comments are the best part of my night ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi purpose whoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work of art,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
wen k collection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
sheeesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
art,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
beautiful art.,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
my eyes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hey guys this looks even better in k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"wen hell freezes. that being about... soon. till then, i wonder how long till this shit stops being reposted. not soon enough.",0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
u beeped it again bro!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i hate this so much ,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
for you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
done with twitter for today ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why is it so sweaty jfc man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hahha boss ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goddamn it grl i’d finally gotten it out of my feed ,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
i’m so sorry ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"stop making this show up on my timeline, jake",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuck i’m actually genuinely so sorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a little hard to stomach ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
well...i can't unsee that now. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that’s funny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"should have just chosen death this morning. 

dear lord.",3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
someone buy it and destroy it please,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beeple is dad ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
